12.8655,12.924,12.9575,13.423,13.319,13.3175,13.267,13.397,13.6365,13.595,13.4465,13.524,13.606,13.5095,13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462
12.924,12.9575,13.423,13.319,13.3175,13.267,13.397,13.6365,13.595,13.4465,13.524,13.606,13.5095,13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545
12.9575,13.423,13.319,13.3175,13.267,13.397,13.6365,13.595,13.4465,13.524,13.606,13.5095,13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875
13.423,13.319,13.3175,13.267,13.397,13.6365,13.595,13.4465,13.524,13.606,13.5095,13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205
13.319,13.3175,13.267,13.397,13.6365,13.595,13.4465,13.524,13.606,13.5095,13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297
13.3175,13.267,13.397,13.6365,13.595,13.4465,13.524,13.606,13.5095,13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271
13.267,13.397,13.6365,13.595,13.4465,13.524,13.606,13.5095,13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935
13.397,13.6365,13.595,13.4465,13.524,13.606,13.5095,13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968
13.6365,13.595,13.4465,13.524,13.606,13.5095,13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968,13.1625
13.595,13.4465,13.524,13.606,13.5095,13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968,13.1625,13.2135
13.4465,13.524,13.606,13.5095,13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968,13.1625,13.2135,13.287
13.524,13.606,13.5095,13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968,13.1625,13.2135,13.287,13.6555
13.606,13.5095,13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968,13.1625,13.2135,13.287,13.6555,13.7795
13.5095,13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968,13.1625,13.2135,13.287,13.6555,13.7795,13.6895
13.4055,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968,13.1625,13.2135,13.287,13.6555,13.7795,13.6895,13.694
13.673,14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968,13.1625,13.2135,13.287,13.6555,13.7795,13.6895,13.694,13.7095
14.1995,13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968,13.1625,13.2135,13.287,13.6555,13.7795,13.6895,13.694,13.7095,13.562
13.802,13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968,13.1625,13.2135,13.287,13.6555,13.7795,13.6895,13.694,13.7095,13.562,13.7065
13.0175,13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968,13.1625,13.2135,13.287,13.6555,13.7795,13.6895,13.694,13.7095,13.562,13.7065,13.755
13.638,13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968,13.1625,13.2135,13.287,13.6555,13.7795,13.6895,13.694,13.7095,13.562,13.7065,13.755,13.287
13.275,13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968,13.1625,13.2135,13.287,13.6555,13.7795,13.6895,13.694,13.7095,13.562,13.7065,13.755,13.287,13.091
13.25,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271,12.9935,12.968,13.1625,13.2135,13.287,13.6555,13.7795,13.6895,13.694,13.7095,13.562,13.7065,13.755,13.287,13.091,12.8945
